start_time,end_time,dialogue,sentiment,sentiment_smooth,emotions,surprise,positive,joy,anticipation,fear,anger,anticip,trust,negative,sadness,disgust,pos_score,neg_score,emotion_balance,smooth_balance
0:02:01.62,0:02:03.20,I don't get it.,0.0,0.022119999999999997,"[('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24166666666666664
0:02:03.20,0:02:05.33,That must be it up there.,0.0,0.022119999999999997,"[('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24166666666666664
0:02:06.16,0:02:08.21,The blue one on the end.,0.0,0.022119999999999997,"[('sadness', 1.0)]",,,,,,,,,,1.0,,0.0,1.0,-1.0,0.19166666666666665
0:02:08.62,0:02:09.96,That's it.,0.0,0.022119999999999997,"[('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19166666666666665
0:02:10.54,0:02:13.30,I guess I turned off too soon.,0.0,0.022119999999999997,"[('surprise', 1.0)]",1.0,,,,,,,,,,,1.0,0.0,1.0,0.24166666666666664
0:02:13.30,0:02:15.34,Maybe if we go straight?,0.2263,0.033435,"[('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24166666666666664
0:02:15.34,0:02:17.97,"Oh, please. That's how we always get lost.",0.0,0.033435,"[('negative', 0.5), ('sadness', 0.5)]",,,,,,,,,0.5,0.5,,0.0,0.5,-0.5,0.16666666666666666
0:02:17.97,0:02:19.99,Let's just see what's up here.,0.0,0.033435,"[('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11666666666666665
0:02:20.39,0:02:22.20,What are those things?,0.0,0.009664999999999998,"[('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11666666666666665
0:02:22.20,0:02:24.01,Houses for the guardian spirits.,0.0,-0.01141,"[('positive', 0.3333333333333333)]",,0.3333333333333333,,,,,,,,,,0.0,0.0,0.0,0.06666666666666667
0:02:30.90,0:02:32.61,"Dad, are you sure?",0.3182,0.004499999999999999,"[('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667
0:02:32.61,0:02:35.19,"Don't worry, we've got 4-wheel drive.",0.3412,0.036359999999999996,"[('fear', 0.25), ('negative', 0.25), ('sadness', 0.25), ('anticipation', 0.25)]",,,,0.25,0.25,,,,0.25,0.25,,0.0,0.5,-0.5,0.041666666666666664
0:02:35.73,0:02:37.15,"Sit down, Chihiro.",0.0,0.036359999999999996,"[('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664
0:02:57.34,0:02:59.63,What are you doing? Slow down!,0.0,0.036359999999999996,"[('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008333333333333331
0:03:01.11,0:03:02.47,There's a tunnel.,0.0,0.036359999999999996,"[('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01666666666666667
0:03:17.03,0:03:18.78,What's this building?,0.0,0.036359999999999996,"[('positive', 1.0)]",,1.0,,,,,,,,,,0.0,0.0,0.0,-0.05
0:03:18.78,0:03:20.61,It looks like a gate.,0.3612,0.05442,"[('trust', 1.0)]",,,,,,,,1.0,,,,1.0,0.0,1.0,0.0
0:03:21.53,0:03:24.58,"Honey, I think we should go back.",0.0,0.05442,"[('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0:03:25.24,0:03:26.62,Chihiro!,0.0,0.03851,"[('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0:03:28.20,0:03:29.12,Honestly...,0.0,0.062345000000000005,"[('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0:03:29.54,0:03:32.08,"Look at this, it's just plaster.",0.0,0.062345000000000005,"[('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0:03:32.08,0:03:34.08,This thing's pretty new.,0.4939,0.08704,"[('trust', 0.25), ('positive', 0.25), ('joy', 0.25), ('anticipation', 0.25)]",,0.25,0.25,0.25,,,,0.25,,,,0.5,0.0,0.5,0.025
0:03:44.22,0:03:45.60,The air's blowing in.,0.0,0.08704,"[('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075
0:03:46.22,0:03:47.31,What is it?,0.0,0.08704,"[('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075
0:03:47.31,0:03:49.60,Let's see what's on the other side.,0.0,0.08704,"[('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025
0:03:50.23,0:03:52.35,"It's creepy, Dad. Can't we go back?",0.0,0.075725,"[('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025
0:03:52.81,0:03:56.94,"Don't be such a chicken. C'mon, let's take a look.",0.0,0.075725,"[('fear', 1.0)]",,,,,1.0,,,,,,,0.0,1.0,-1.0,0.0
0:03:56.94,0:03:59.09,The movers will be there soon.,0.0,0.075725,"[('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0:03:59.09,0:04:03.41,So? They've got the keys. They'll handle everything.,0.0,0.075725,"[('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0:04:03.41,0:04:04.57,"I know, but...",0.0,0.075725,"[('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0:04:04.57,0:04:06.53,No! I won't go.,-0.3595,0.04184,"[('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0:04:08.54,0:04:10.70,"Dad, let's go.",0.0,0.024780000000000003,"[('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025
0:04:10.70,0:04:12.14,"Come on, it'll be fun.",0.5106,0.05031000000000001,"[('positive', 0.3333333333333333), ('joy', 0.3333333333333333), ('anticipation', 0.3333333333333333)]",,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,,,,,0.3333333333333333,0.0,0.3333333333333333,0.041666666666666664
0:04:12.14,0:04:14.00,I'm staying here!,0.0,0.05031000000000001,"[('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664
0:04:22.26,0:04:24.95,"Chihiro, you wait in the car.",0.0,0.05031000000000001,"[('negative', 0.5), ('anticipation', 0.5)]",,,,0.5,,,,,0.5,,,0.0,0.0,0.0,0.041666666666666664
0:04:26.68,0:04:28.60,Mom...,0.0,0.05031000000000001,"[('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664
0:04:30.52,0:04:31.89,Wait up!,0.0,0.03225000000000001,"[('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008333333333333335
0:04:37.44,0:04:39.19,Watch your step.,0.0,0.03225,"[('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008333333333333335
0:04:39.19,0:04:42.53,"Chihiro, don't cling. You'll make me trip.",0.0,0.03225,"[('surprise', 1.0)]",1.0,,,,,,,,,,,1.0,0.0,1.0,0.041666666666666664
0:05:14.56,0:05:15.70,What is this?,0.0,0.03225,"[('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664
0:05:15.70,0:05:17.86,"Wait, hear that?",0.0,0.03225,"[('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664
0:05:26.66,0:05:27.78,A train.,0.0,0.0075550000000000036,"[('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016666666666666663
0:05:27.78,0:05:29.70,Maybe we're near a station.,0.0,0.0075550000000000036,"[('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016666666666666663
0:05:29.70,0:05:31.54,Let's find out. It must be close.,0.0,0.0075550000000000036,"[('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016666666666666663
0:06:08.36,0:06:10.62,"Houses, way out here?",0.0,0.0075550000000000036,"[('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016666666666666663
0:06:10.62,0:06:12.24,I knew it.,0.0,0.0075550000000000036,"[('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016666666666666663
0:06:12.62,0:06:15.41,It's an abandoned theme park.,-0.4588,-0.015384999999999996,"[('fear', 0.25), ('anger', 0.25), ('negative', 0.25), ('sadness', 0.25)]",,,,,0.25,0.25,,,0.25,0.25,,0.0,0.75,-0.75,0.029166666666666664
0:06:17.21,0:06:20.75,They built lots of them back in the nineties.,0.0,-0.015384999999999996,"[('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029166666666666664
0:06:20.75,0:06:23.59,But they went bust when the economy tanked.,0.0,-0.015384999999999996,"[('trust', 1.0)]",,,,,,,,1.0,,,,1.0,0.0,1.0,0.07916666666666666
0:06:23.59,0:06:26.05,This must be one of them.,0.0,-0.015384999999999996,"[('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07916666666666666
0:06:26.05,0:06:28.13,"Wait, where are we going?",0.0,0.0025900000000000033,"[('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07916666666666666
0:06:28.13,0:06:30.76,"Let's go back, Dad.",0.0,0.0025900000000000033,"[('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07916666666666666
0:06:33.72,0:06:35.39,Please!,0.3802,-0.00393,"[('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625
0:06:44.98,0:06:48.15,"Mom, that building's moaning.",-0.1027,-0.009065,"[('positive', 1.0)]",,1.0,,,,,,,,,,0.0,0.0,0.0,0.0625
0:06:48.15,0:06:49.24,It's just the wind.,0.0,-0.009065,"[('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625
0:06:49.74,0:06:54.24,What a lovely spot. We should've brought the sandwiches.,0.5859,0.020229999999999998,"[('trust', 0.16666666666666666), ('surprise', 0.16666666666666666), ('positive', 0.16666666666666666), ('sadness', 0.16666666666666666), ('joy', 0.16666666666666666), ('anticipation', 0.16666666666666666)]",0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,,,,0.16666666666666666,,0.16666666666666666,,0.5,0.16666666666666666,0.33333333333333337,0.07916666666666668
0:06:57.25,0:06:59.27,This would've been a river.,0.0,0.020229999999999998,"[('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07916666666666668
0:07:04.59,0:07:06.26,Do you smell something?,0.0,0.020229999999999998,"[('anger', 0.3333333333333333), ('negative', 0.3333333333333333), ('disgust', 0.3333333333333333)]",,,,,,0.3333333333333333,,,0.3333333333333333,,0.3333333333333333,0.0,0.6666666666666666,-0.6666666666666666,0.04583333333333334
0:07:07.01,0:07:09.12,Something smells good.,0.4404,0.042249999999999996,"[('trust', 0.2), ('surprise', 0.2), ('positive', 0.2), ('joy', 0.2), ('anticipation', 0.2)]",0.2,0.2,0.2,0.2,,,,0.2,,,,0.6000000000000001,0.0,0.6000000000000001,0.02583333333333334
